,nombre,categoría,descripción,sección,url
33,HOS59,Hospitales,Aparato óptica mesa regulable,Hospital  Medicina  Oficios  ,admin/img_prod/HOS59/HOS59-720x540.png
34,VAA59,Atrezzo vario,Caja de cigarrera de madera con departamentos y correas,Cajas  ,admin/img_prod/VAA59/VAA59-720x540.png
35,SI59,Sillón,Sillón volante caoba asiento tapizado,Salón  ,admin/img_prod/SI59/SI59-1-720x540.png
36,MV59,Muebles varios,Chifonier de pino 4 cajones,Chifonier  ,admin/img_prod/MV59/MV59-1-720x540.png
37,EST59,Estufa,Radiador de gas antiguo chapa negra,Calefaccion  ,admin/img_prod/EST59/EST59-720x540.png
38,ESTAT59,Estatua,Ménsula dorada tallada,Ménsula  ,admin/img_prod/ESTAT59/ESTAT59-720x540.png
39,SIL59,Silla,Silla valenciana nogal asiento tapizado,Comedor  Valenciano  ,admin/img_prod/SIL59/SIL59-1-720x540.png
40,S59,Sofá,Sofá Luis XV dorado tapizado damasco verde (a juego SI91 y SIL100),Frances  Salón  Sillería  ,admin/img_prod/S59/S59-1-720x540.png
41,TYV59,Televisores y vídeos,"Televisión portátil caja gris ITT 14""",Televisor  ,admin/img_prod/TYV59/TYV59-1-720x540.png
42,PV59,Pie de vela,Candelabro plateado grabado 4 luces,Candelabro  ,admin/img_prod/PV59/PV59-720x540.png
43,TP59,Tapices y estandartes,Tapiz bordado tigres sobre bastidor,Salón  ,admin/img_prod/TP59/TP59-720x540.png
44,PER59,Perchero,Perchero de colgar italiano formica claro con boliches negros,Italiano  Recibidor  ,admin/img_prod/PER59/PER59-720x540.png
45,BAU59,Baul,Baúl tapa forma cinchas madera,Viaje  ,admin/img_prod/BAU59/BAU59-1-720x540.png
46,CDM59,Centro de mesa,Centro de mesa de cobre asa central y patas,,admin/img_prod/CDM59/CDM59-720x540.png
47,FIG59,Figuras,Figura de madera talla antigua románica,Adorno  ,admin/img_prod/FIG59/FIG59-720x540.png
0,REG59,Religión,,Descatalogado  ,admin/img_prod/REG59/LOGOTIPO VAZQUEZ- 720x540.png
1,RU59,Rural,Rueda de carro de madera,,admin/img_prod/RU59/RU59-720x540.png
2,ALF60,Alfombra,Alfombra nudos fino crema,Comedor  Salón  ,admin/img_prod/ALF60/ALF60-720x540.png
3,AFC60,Alfombra de cama,Alfombrín de cama marrón con fleco,Dormitorio  ,admin/img_prod/AFC60/AFC60-720x540.png
4,AP60,Aparador,Aparador pintado blanco 2 puertas y cajones,Cocina  Comedor  ,admin/img_prod/AP60/AP60-1-720x540.png
5,AR60,Armario,Armario modernista caoba y claro 2 puertas luna,Dormitorio  Modernista  ,admin/img_prod/AR60/AR60-720x540.png
6,BAC60,Banco,Bancada 3 asientos y mesa naranja,Despacho  Hospital  ,admin/img_prod/BAC60/BAC60-1-720x540.png
7,BAN60,Banqueta,Banqueta redonda patas niqueladas,Cocina  ,admin/img_prod/BAN60/BAN60-1-720x540.png
8,CA60,Cama,Cama inglesa caoba con adornos niquelados,Dormitorio  Inglesa  ,admin/img_prod/CA60/CA60-720x540.png
9,CO60,Cocinas,Lavadora  automática carga superior antigua OTSEIN,Electrodomestico  ,admin/img_prod/CO60/CO60-1-720x540.png
10,COM60,Comoda,Tocador cubista nogal forma,Cubista  Dormitorio  Tocador  ,admin/img_prod/COM60/COM60-1-720x540.png
11,CON60,Consola,Consola inglesa nogal patas forma,Inglesa  Recibidor  ,admin/img_prod/CON60/CON60-1-720x540.png
12,CU60,Cuadro,Cuadro marco nogal mapa España plastificado,Colegio  Grabado  ,admin/img_prod/CU60/CU60-720x540.png
13,ANU60,Carteles y anuncios,Cartel anuncio película marco negro,Cine  ,admin/img_prod/ANU60/ANU60-720x540.png
14,ESP60,Espejo,Espejo de pared marco forma nogal cisnes,Dormitorio  Salón  ,admin/img_prod/ESP60/ESP60-720x540.png
15,ES60,Estanteria,Estantería de suelo rinconera,Dormitorio  ,admin/img_prod/ES60/ES60-1-720x540.png
16,ESTAT60,Estatua,Cabeza de faraón egipcio de cartón,Egipcio  Insignia  ,admin/img_prod/ESTAT60/ESTAT60-720x540.png
17,DPT60,Deporte,Balón de fútbol de cuero antiguo,Fútbol  ,admin/img_prod/DPT60/DPT60-720x540.png
18,LAM60,Lámpara,Lámpara de mesa figura Charlot,Lámpara de mesa  Salón  ,admin/img_prod/LAM60/LAM60-720X540.png
19,FUM60,Artículos de fumador,Ceniceros forma mano diferentes,Cenicero  ,admin/img_prod/FUM60/FUM60-720X540.png
20,M60,Mesa,Mesa francesa dorada tapa tela,Auxiliar  Frances  ,admin/img_prod/M60/M60-1-720x540.png
21,DES60,Atrezzo despacho,Juego tintero cristal diferentes piezas,Despacho  Escribanías y tinteros  ,admin/img_prod/DES60/DES60-720x540.png
22,BA60,Baño,Descatalogado,Descatalogado  ,admin/img_prod/BA60/LOGOTIPO VAZQUEZ- 720x540.png
23,BEB60,Bebé,Cuna moises de mimbre con media capota,Mimbre  Cuna  ,admin/img_prod/BEB60/BEB60-1-720x540.png
24,CST60,Moda y costura,Pie de máquina de coser CRIZTNEN,Máquinas de coser  ,admin/img_prod/CST60/CST60-720x540.png
25,COL60,Atrezzo colegio,Mesa de colegio redonda tubo y formica verde.,Pupitres  ,admin/img_prod/COL60/COL60-720x540 (PUP015).png
26,MC60,Macetero,Columna de alabastro salomónica,Jardín  ,admin/img_prod/MC60/MC60-1-720x540.png
27,ME60,Mesilla,Mesilla cubista una puerta,Cubista  Dormitorio  ,admin/img_prod/ME60/ME60-1-720x540.png
28,REL60,Reloj,Reloj de mesa cuadrado niquelado,Despacho  ,admin/img_prod/REL60/REL60-720x540.png
29,TEL60,Telefonía,Teléfonos de mesa de teclas,,admin/img_prod/TEL60/TLF60-720x540.png
30,MYN60,Maletas y neceseres de viaje,Maleta skay marrón claro con correas,Viaje  ,admin/img_prod/MYN60/MYN60-720x540.png
31,JUG60,Juguetes,Maqueta juguete Oeste,Juguete  ,admin/img_prod/JUG60/JUG60-720x540.png
32,JAR60,Jarrones y jarras,Jarrón cristal forrado vitolas,Adorno  Decoración  Salón  ,admin/img_prod/JAR60/JAR60-720x540.png
33,MYS60,Tocadiscos y altavoces,Tocadiscos de maleta estéreo caja marrón,Electrónica  Musica  Sonido  ,admin/img_prod/MYS60/MYS60-720x540.png
34,ML60,Librería,Descatalogado,Descatalogado  ,admin/img_prod/ML60/LOGOTIPO VAZQUEZ- 720x540.png
35,MED60,Atrezzo medicina,Recipientes de laboratorio de cristal,Hospital  Medicina  ,admin/img_prod/MED60/MED60-720x540.png
36,HOS60,Hospitales,Lámpara de quirófano antigua con ruedas,Hospital  Medicina  ,admin/img_prod/HOS60/HOS60-720x540.png
37,VAA60,Atrezzo vario,Caja de cigarrera de madera sin departamentos con correa,Cajas  ,admin/img_prod/VAA60/VAA60-720x540.png
38,SI60,Sillón,Sillón de despacho inglés caoba tapizado piel verde (a juego sofá S60 y 2 sillas SIL60),Despacho  Inglesa  ,admin/img_prod/SI60/SI60-1-720x540.png
39,MV60,Muebles varios,Chifonier tallado patas forma con 14 cajones,Chifonier  ,admin/img_prod/MV60/MV60-1-720x540.png
40,EST60,Estufa,Cubrerradiador estilo español con balaustres,Cubreradiador  Salón  ,admin/img_prod/EST60/EST60-1-720x540.png
41,SIL60,Silla,Silla de despacho inglés caoba tapizado piel verde (a juego sofá S60 y 2 sillones SI60),Despacho  Inglesa  ,admin/img_prod/SIL60/SIL60-1-720x540.png
42,S60,Sofá,Sofá de despacho inglés caoba tapizado piel verde (a juego 2 sillones SI60 y 2 sillas SIL60),Despacho  Inglesa  ,admin/img_prod/S60/S60-1-720x540.png
43,TYV60,Televisores y vídeos,"Televisión caja negra DAEWOO 21""",Televisor  ,admin/img_prod/TYV60/TYV60-1-720x540.png
44,PV60,Pie de vela,Candelabro plateado liso 5 luces,Candelabro  ,admin/img_prod/PV60/PV60-720x540.png
45,TP60,Tapices y estandartes,Tapiz bordado pirámides con marco dorado,Salón  ,admin/img_prod/TP60/TP60-720x540.png
46,PER60,Perchero,Perchero de colgar inglés plumeado caoba con copete 3 boliches,Dormitorio  Inglesa  Recibidor  ,admin/img_prod/PER60/PER60-1-720x540.png
47,CDM60,Centro de mesa,Centro de mesa de loza decorado flor azul,,admin/img_prod/CDM60/CDM60-720x540.png
0,FIG60,Figuras,Figura de madera talla antigua santa,Religioso  ,admin/img_prod/FIG60/FIG60-720x540.png
1,REG60,Religión,,Descatalogado  ,admin/img_prod/REG60/LOGOTIPO VAZQUEZ- 720x540.png
2,RU60,Rural,Cesto asa cuero,Rústico  ,admin/img_prod/RU60/RU60-720x540.png
3,BAU60,Baul,Baúl americano verde con tachuelas,Americano  Viaje  ,admin/img_prod/BAU60/BAU60-1-720x540.png
4,ALF61,Alfombra,Alfombra clara con fleco,Comedor  Salón  ,admin/img_prod/ALF61/ALF61-720x540.png
5,AFC61,Alfombra de cama,Alfombrín de cama persa azul y rojo,Arabe  Dormitorio  ,admin/img_prod/AFC61/AFC61-720x540.png
6,AP61,Aparador,Aparador decapé tapa madera 2 puertas cristal y 4 cajones,Comedor  ,admin/img_prod/AP61/AP61-720x540.png
7,AR61,Armario,Armario frente esterilla 3 puertas espejo,Dormitorio  ,admin/img_prod/AR61/AR61-720x540.png
8,BAC61,Banco,Banco pata tubo gris y tablero gris,Colegio  Gimnasio  ,admin/img_prod/BAC61/BAC61-1-720x540.png
9,BAN61,Banqueta,descatalogado,Descatalogado  ,admin/img_prod/BAN61/LOGOTIPO VAZQUEZ- 720x540.png
10,CA61,Cama,Cama barco caoba tapizado crema,Dormitorio  ,admin/img_prod/CA61/CA61-720x540.png
11,CO61,Cocinas,Descatalogado,Descatalogado  ,admin/img_prod/CO61/LOGOTIPO VAZQUEZ- 720x540.png
12,COM61,Comoda,Comodín italiano nogal 4 cajones,Comodín  Dormitorio  Italiano  ,admin/img_prod/COM61/COM61-1-720x540.png
13,CON61,Consola,Consola caoba lisa 4 cajones,Recibidor  ,admin/img_prod/CON61/CON61-1-720x540.png
14,CU61,Cuadro,Cuadro marco fino madera lámina locomotora,Grabado  ,admin/img_prod/CU61/CU61-720x540.png
15,ANU61,Carteles y anuncios,Cartel cine Identificación,Cine  ,admin/img_prod/ANU61/ANU61-720x540.png
16,ESP61,Espejo,Espejo de pared marco dorado barroco,Barroco  Salón  ,admin/img_prod/ESP61/ESP61-720x540.png
17,ES61,Estanteria,Estantería metálica con estantes cristal,Salón  Dormitorio  ,admin/img_prod/ES61/ES61-1-720x540.png
18,DPT61,Deporte,Par de bastones de esquí antiguos,Nieve  ,admin/img_prod/DPT61/DPT61-720x540.png
19,LAM61,Lámpara,Lámpara de mesa columna cristal azul,Lámpara de mesa  Salón  ,admin/img_prod/LAM61/LAM61-720x540.png
20,FUM61,Artículos de fumador,Cenicero metal estampados colores,Cenicero  ,admin/img_prod/FUM61/FUM61-720X540.png
21,M61,Mesa,Mesa francesa crema y oro tapa tela gris,Auxiliar  Frances  ,admin/img_prod/M61/M61-1-720x540.png
22,DES61,Atrezzo despacho,Juego tinteros niquelados redondos con tapa,Despacho  Escribanías y tinteros  ,admin/img_prod/DES61/DES61-720x540.png
23,BA61,Baño,Pie de lavabo de hierro medio punto,Lavabo  ,admin/img_prod/BA61/BA61-720x540.png
24,BEB61,Bebé,Cuna moises de mimbre con pie curvado,Cuna  Mimbre  ,admin/img_prod/BEB61/BEB61-1-720x540.png
25,CST61,Moda y costura,Máquina de coser crema HELVETIA,,admin/img_prod/CST61/CST61-720x540.png
26,COL61,Atrezzo colegio,Mesa de colegio tubo marrón y tapa crema.,Pupitres  ,admin/img_prod/COL61/PUP16-1-720x540.png
27,MC61,Macetero,Macetero pletina verde redondo,Jardín  ,admin/img_prod/MC61/MC61-1-720x540.png
28,ME61,Mesilla,Mesilla valenciana caoba frente forma,Dormitorio  Valenciano  ,admin/img_prod/ME61/ME61-1-720x540.png
29,REL61,Reloj,Reloj de mesa marmolina imitación francés,Salón  ,admin/img_prod/REL61/REL61-720x540.png
30,TEL61,Telefonía,Teléfono crema teclas con base,,admin/img_prod/TEL61/TLF61-720x540.png
31,MYN61,Maletas y neceseres de viaje,Maleta skay marrón con correas cierre central,Viaje  ,admin/img_prod/MYN61/MYN61-720x540.png
32,JUG61,Juguetes,Maqueta juguete Fuerte Oeste,Juguete  ,admin/img_prod/JUG61/JUG61-720x540.png
33,JAR61,Jarrones y jarras,Jarrón cristal tallado,Adorno  Decoración  Salón  ,admin/img_prod/JAR61/JAR61-720x540.png
34,MYS61,Tocadiscos y altavoces,Tocadiscos maleta caja marrón y crema 2 altavoces,Electrónica  Musica  Sonido  ,admin/img_prod/MYS61/MYS61-720x540.png
35,ML61,Librería,Descatalogado,Descatalogado  ,admin/img_prod/ML61/LOGOTIPO VAZQUEZ- 720x540.png
36,MED61,Atrezzo medicina,Paquetes de vendas,Hospital  Medicina  ,admin/img_prod/MED61/MED61-720x540.png
37,HOS61,Hospitales,Aparato clínica hierro crema,Hospital  Medicina  ,admin/img_prod/HOS61/HOS61-2-720x540.png
38,VAA61,Atrezzo vario,Piel de vaca auténtica,Adorno  Decoración  ,admin/img_prod/VAA61/VAA61-720x540.png
39,SI61,Sillón,Sillón cubista brazos madera tapizado verde,Cubista  Salón  ,admin/img_prod/SI61/SI61-1-720x540.png
40,MV61,Muebles varios,Chifonier inglés nogal 8 cajones,Chifonier  Inglesa  ,admin/img_prod/MV61/MV61-1-720x540.png
41,EST61,Estufa,Estufa chubesqui de hierro y 3 patas,Calefaccion  ,admin/img_prod/EST61/EST61-720x540.png
42,SIL61,Silla,Silla valenciana clara asiento tapizado,Comedor  Valenciano  ,admin/img_prod/SIL61/SIL61 (HAY 6) 720x540.png
43,S61,Sofá,Sofá isabelino crema tela cretona verde a juego sillas SIL-132 y banqueta BAN-036,Isabelino  Salón  Sillería  ,admin/img_prod/S61/S61-1-720x540.png
44,TYV61,Televisores y vídeos,"Televisor plano 21""",Televisor  ,admin/img_prod/TYV61/TYV61-2-720x540.png
45,PV61,Pie de vela,Candelabro de iglesia de metal 5 luces en línea,Candelabro  Iglesia  ,admin/img_prod/PV61/PV61-720x540.png
46,TP61,Tapices y estandartes,Tapiz bordado perros con marco dorado,Salón  ,admin/img_prod/TP61/TP61-720x540.png
47,PER61,Perchero,Perchero de colgar inglés plumeado 4 boliches y barras,Dormitorio  Inglesa  Recibidor  ,admin/img_prod/PER61/PER61-720x540.png
0,ESTAT61,Estatua,Cabeza de carnero egipcio de cartón,Egipcio  Insignia  ,admin/img_prod/ESTAT61/ESTAT61-720x540.png
1,CDM61,Centro de mesa,Centro de mesa chapa redondo calado,,admin/img_prod/CDM61/CDM61-720x540.png
2,FIG61,Figuras,Figura de loza indonesa,Adorno  ,admin/img_prod/FIG61/FIG61-720x540.png
3,REG61,Religión,,Descatalogado  ,admin/img_prod/REG61/LOGOTIPO VAZQUEZ- 720x540.png
4,RU61,Rural,Cesto de mimbre 2 asas,Rústico  ,admin/img_prod/RU61/RU61-720x540.png
5,BAU61,Baul,Baúl americano verde y oro,Americano  Viaje  ,admin/img_prod/BAU61/BAU61-1-720x540.png
6,ALF62,Alfombra,Alfombra fondo gris dibujos marrones,Comedor  Salón  ,admin/img_prod/ALF62/ALF62-720x540.png
7,AFC62,Alfombra de cama,Alfombrin de cama azul y blanco,Dormitorio  ,admin/img_prod/AFC62/AFC62-720x540.png
8,AP62,Aparador,,Descatalogado  ,admin/img_prod/AP62/LOGOTIPO VAZQUEZ- 720x540.png
9,AR62,Armario,Armario marquetería 3 puertas,Dormitorio  ,admin/img_prod/AR62/AR62-720x540.png
10,BAC62,Banco,Banco de parque tablas patas hierro,Calle  Parque  ,admin/img_prod/BAC62/BAC62-1-720x540.png
11,BAN62,Banqueta,Banqueta cuadrada de enea alta,Enea  Rústico  ,admin/img_prod/BAN62/BAN62-1-720x540.png
12,CA62,Cama,Cama modernista con esquinas talladas,Dormitorio  Modernista  ,admin/img_prod/CA62/CA62-720x540.png
13,CO62,Cocinas,Descatalogado,Descatalogado  ,admin/img_prod/CO62/LOGOTIPO VAZQUEZ- 720x540.png
14,COM62,Comoda,Comodín italiano nogal con estante y 8 cajones,Comodín  Dormitorio  Italiano  ,admin/img_prod/COM62/COM62-1-720x540.png
15,CON62,Consola,Consola inglesa caoba tapa mármol,Inglesa  Recibidor  ,admin/img_prod/CON62/CON62-1-720x540.png
16,CU62,Cuadro,Cuadro sin marco foto paisaje barcas,Paisaje  ,admin/img_prod/CU62/CU62-720x540.png
17,ANU62,Carteles y anuncios,Cartel cine Nostalgia marco negro,Cine  ,admin/img_prod/ANU62/ANU62-720x540.png
18,ESP62,Espejo,Espejo de pared marco dorado barroco,Barroco  Salón  ,admin/img_prod/ESP62/ESP62-720x540.png
19,ES62,Estanteria,Estante de pared de mimbre blanco,Dormitorio  Mimbre  ,admin/img_prod/ES62/ES62-720x540.png
20,DPT62,Deporte,Par de esquis de madera,Nieve  ,admin/img_prod/DPT62/DPT62-720x540.png
21,LAM62,Lámpara,Lámpara de mesa columna picos plástico rojo,Lámpara de mesa  Salón  ,admin/img_prod/LAM62/LAM62-720X540.png
22,FUM62,Artículos de fumador,Cenicero metal grabado,Cenicero  ,admin/img_prod/FUM62/FUM62-720X540.png
23,M62,Mesa,Mesa francesa dorada tapa figurada mármol,Auxiliar  Frances  ,admin/img_prod/M62/M62-1-720x540.png
24,DES62,Atrezzo despacho,Tinteros de Talavera,Despacho  Escribanías y tinteros  ,admin/img_prod/DES62/DES62-720x540.png
25,BA62,Baño,Pie de lavabo de hierro rectangular,Lavabo  ,admin/img_prod/BA62/BA62-720x540.png
26,BEB62,Bebé,Cuna moises de mimbre con pie,Mimbre  Cuna  ,admin/img_prod/BEB62/BEB62-720x540.png
27,CST62,Moda y costura,Máquina de coser de encastrar azul SIGMA,Máquinas de coser  ,admin/img_prod/CST62/CST62-720x540.png
28,COL62,Atrezzo colegio,Mesa de colegio de profesor tubo marrón y tapa crema.,Pupitres  ,admin/img_prod/COL62/COL62-1-720x540.png
29,MC62,Macetero,Juego de 3 maceteros hierro tapa madera. Las medidas de los otros maceteros es de 27x27x69 y 20x20x60,Jardín  ,admin/img_prod/MC62/MC62-1-720x540.png
30,ME62,Mesilla,Mesilla clara imitación bambú 3 cajones,Dormitorio  ,admin/img_prod/ME62/ME62-1-720x540.png
31,REL62,Reloj,Reloj de mesa metal grabado figura hombre con lanza,Despacho  ,admin/img_prod/REL62/REL62-720x540.png
32,TEL62,Telefonía,Teléfonos inalámbricos,,admin/img_prod/TEL62/TLF62-720x540.png
33,MYN62,Maletas y neceseres de viaje,Maleta skay marrón correas largas,Viaje  ,admin/img_prod/MYN62/MYN62-720x540.png
34,JUG62,Juguetes,Maqueta juguete Oeste,Juguete  ,admin/img_prod/JUG62/JUG62-720x540.png
35,JAR62,Jarrones y jarras,Jarrón bajo cristal verde tallado,Adorno  Decoración  Salón  ,admin/img_prod/JAR62/JAR62-720x540.png
36,MYS62,Tocadiscos y altavoces,Tocadiscos antiguo de maleta verde Qualetta 77,Electrónica  Musica  Sonido  ,admin/img_prod/MYS62/MYS62-720x540.png
37,ML62,Librería,Descatalogado,Descatalogado  ,admin/img_prod/ML62/LOGOTIPO VAZQUEZ- 720x540.png
38,MED62,Atrezzo medicina,Paquetes de vendas antiguas,Hospital  Medicina  ,admin/img_prod/MED62/MED62-720x540.png
39,HOS62,Hospitales,Cartel de óptico marco madera con luz,Hospital  Medicina  Oficios  ,admin/img_prod/HOS62/HOS62-1-720x540.png
40,VAA62,Atrezzo vario,Bastones de chambelan,Palacio  ,admin/img_prod/VAA62/VAA62-720x540.png
41,SI62,Sillón,Sillón tapizado marrón con cojín,Salón  Tresillo  ,admin/img_prod/SI62/SI62-1-720x540.png
42,MV62,Muebles varios,Mueble bar globo terráqueo,Mueble bar  ,admin/img_prod/MV62/MV62-720x540.png
43,EST62,Estufa,Caldera gris de hierro,Calefaccion  ,admin/img_prod/EST62/EST62-1-720x540.png
44,SIL62,Silla,Silla valenciana nogal asiento tapizado skay,Comedor  Valenciano  ,admin/img_prod/SIL62/SIL62-1-720x540.png
45,S62,Sofá,Sofá 3 plazas tapizado marrón con cojines,Salón  Tresillo  ,admin/img_prod/S62/S62-720x540.png
46,TYV62,Televisores y vídeos,Televisión antiguo caja fibra azul PHILCO,Televisor  ,admin/img_prod/TYV62/TYV62-720x540.png
47,PV62,Pie de vela,Candelabro grande de bronce 9 luces,Candelabro  ,admin/img_prod/PV62/PV62-720x540.png
0,TP62,Tapices y estandartes,Tapiz bordado pavo real con marco dorado,Salón  ,admin/img_prod/TP62/TP62-720x540.png
1,PER62,Perchero,Perchero de colgar inglés plumeado nogal con copete 3 boliches,Dormitorio  Inglesa  Recibidor  ,admin/img_prod/PER62/PER62-720x540.png
2,ESTAT62,Estatua,Insignia egipcia de cartón,Egipcio  Insignia  ,admin/img_prod/ESTAT62/ESTAT62-720x540.png
3,CDM62,Centro de mesa,Centro de mesa redondo fibra relieve,,admin/img_prod/CDM62/CDM62-720x540.png
4,FIG62,Figuras,Figura de loza roja Buda,Adorno  ,admin/img_prod/FIG62/FIG62-720x540.png
5,REG62,Religión,,Descatalogado  ,admin/img_prod/REG62/LOGOTIPO VAZQUEZ- 720x540.png
6,BAU62,Baul,Baúl armario americano negro,Americano  Viaje  ,admin/img_prod/BAU62/BAU62-1-720x540.png
7,ALF63,Alfombra,Alfombra moqueta blanca,Comedor  Salón  ,admin/img_prod/ALF63/ALF63-720x540.png
8,AP63,Aparador,Aparador nogal columnas torneadas,Comedor  ,admin/img_prod/AP63/AP63-720x540.png
9,AR63,Armario,Armario valenciano 2 puertas,Dormitorio  Valenciano  ,admin/img_prod/AR63/AR63-1-720x540.png
10,BAC63,Banco,Banco de pino pata recortada,Rústico  Taberna  ,admin/img_prod/BAC63/BAC63-1-720x540.png
11,BAN63,Banqueta,Banqueta baja madera asiento cuerda,Enea  Rústico  ,admin/img_prod/BAN63/BAN63-1-720x540.png
12,CA63,Cama,Cama curvada clara palos torneados,Curvado  Dormitorio  ,admin/img_prod/CA63/CA63-720x540.png
13,AFC63,Alfombra de cama,Alfombra de cama dibujos colores,Dormitorio  ,admin/img_prod/AFC63/AFC63-720x540.png
